original_text,encrypted_text,key,cipher_type
machine learning can be applied to cryptanalysis,ymotuzq xqmdzuzs omz nq mbbxuqp fa odkbfmzmxkeue,12,caesar
modern cryptography uses complex mathematical algorithms,bdstgc rgneidvgpewn jhth rdbeatm bpiwtbpixrpa pavdgxiwbh,15,caesar
vigenere cipher uses a keyword for encryption,uhfdmdqd bhogdq trdr z jdxvnqc enq dmbqxoshnm,25,caesar
frequency analysis is a powerful cryptanalytic technique,eqdptdmbx zmzkxrhr hr z onvdqetk bqxoszmzkxshb sdbgmhptd,25,caesar
substitution ciphers replace each letter with another,jlsjkzklkzfe tzgyvij ivgcrtv vrty cvkkvi nzky refkyvi,17,caesar
breaking ciphers requires understanding patterns,pfsoywbu qwdvsfg fseiwfsg ibrsfghobrwbu dohhsfbg,14,caesar
cryptography is the practice of secure communication,jyfwavnyhwof pz aol wyhjapjl vm zljbyl jvttbupjhapvu,7,caesar
modern cryptography uses complex mathematical algorithms,rtijws hwduytlwfumd zxjx htruqjc rfymjrfynhfq fqltwnymrx,5,caesar
frequency analysis is a powerful cryptanalytic technique,htgswgpea cpcnauku ku c rqygthwn etarvcpcnavke vgejpkswg,2,caesar
vigenere cipher uses a keyword for encryption,husqzqdq oubtqd geqe m wqkiadp rad qzodkbfuaz,12,caesar
breaking ciphers requires understanding patterns,fvieomrk gmtlivw viuymviw yrhivwxerhmrk texxivrw,4,caesar
breaking ciphers requires understanding patterns,fvieomrk gmtlivw viuymviw yrhivwxerhmrk texxivrw,4,caesar
frequency analysis is a powerful cryptanalytic technique,iuhtxhqfb dqdobvlv lv d srzhuixo fubswdqdobwlf whfkqltxh,3,caesar
cryptography is the practice of secure communication,lahycxpajyqh rb cqn yajlcrln xo bnldan lxvvdwrljcrxw,9,caesar
vigenere cipher uses a keyword for encryption,mzxveviv tzgyvi ljvj r bvpnfiu wfi vetipgkzfe,17,caesar
cryptography is the practice of secure communication,qfmdhcufodvm wg hvs dfoqhwqs ct gsqifs qcaaibwqohwcb,14,caesar
hello world this is a test message,pmttw ewztl bpqa qa i bmab umaaiom,8,caesar
vigenere cipher uses a keyword for encryption,husqzqdq oubtqd geqe m wqkiadp rad qzodkbfuaz,12,caesar
the quick brown fox jumps over the lazy dog,hvs eiwqy pfckb tcl xiadg cjsf hvs zonm rcu,14,caesar
the quick brown fox jumps over the lazy dog,gur dhvpx oebja sbk whzcf bire gur ynml qbt,13,caesar
breaking ciphers requires understanding patterns,ndqmwuzs oubtqde dqcgudqe gzpqdefmzpuzs bmffqdze,12,caesar
machine learning can be applied to cryptanalysis,znpuvar yrneavat pna or nccyvrq gb pelcgnanylfvf,13,caesar
hello world this is a test message,tqxxa iadxp ftue ue m fqef yqeemsq,12,caesar
machine learning can be applied to cryptanalysis,nbdijof mfbsojoh dbo cf bqqmjfe up dszqubobmztjt,1,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
the caesar cipher is one of the oldest encryption methods,ymj hfjxfw hnumjw nx tsj tk ymj tqijxy jshwduynts rjymtix,5,caesar
cryptography is the practice of secure communication,etarvqitcrja ku vjg rtcevkeg qh ugewtg eqoowpkecvkqp,2,caesar
frequency analysis is a powerful cryptanalytic technique,vhugkudso qdqboiyi yi q femuhvkb shofjqdqbojys jusxdygku,16,caesar
cryptography is the practice of secure communication,bqxosnfqzogx hr sgd oqzbshbd ne rdbtqd bnlltmhbzshnm,25,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
modern cryptography uses complex mathematical algorithms,npefso dszquphsbqiz vtft dpnqmfy nbuifnbujdbm bmhpsjuint,1,caesar
hello world this is a test message,ifmmp xpsme uijt jt b uftu nfttbhf,1,caesar
frequency analysis is a powerful cryptanalytic technique,mylxblujf huhsfzpz pz h wvdlymbs jyfwahuhsfapj aljoupxbl,7,caesar
cryptography is the practice of secure communication,ujqhlgyjshzq ak lzw hjsulauw gx kwumjw ugeemfauslagf,18,caesar
modern cryptography uses complex mathematical algorithms,dfuvie tipgkfxirgyp ljvj tfdgcvo drkyvdrkztrc rcxfizkydj,17,caesar
substitution ciphers replace each letter with another,wyfwxmxyxmsr gmtlivw vitpegi iegl pixxiv amxl ersxliv,4,caesar
frequency analysis is a powerful cryptanalytic technique,nzmycmvkg ivitgaqa qa i xwemznct kzgxbivitgbqk bmkpvqycm,8,caesar
frequency analysis is a powerful cryptanalytic technique,jviuyirgc erepcwmw mw e tsaivjyp gvctxerepcxmg xiglrmuyi,4,caesar
the quick brown fox jumps over the lazy dog,bpm ycqks jzwev nwf rcuxa wdmz bpm tihg lwo,8,caesar
substitution ciphers replace each letter with another,npwnodopodji xdkczmn mzkgvxz zvxc gzoozm rdoc vijoczm,21,caesar
modern cryptography uses complex mathematical algorithms,bdstgc rgneidvgpewn jhth rdbeatm bpiwtbpixrpa pavdgxiwbh,15,caesar
hello world this is a test message,lipps asvph xlmw mw e xiwx qiwweki,4,caesar
vigenere cipher uses a keyword for encryption,pcayhyly wcjbyl omym u eysqilx zil yhwlsjncih,20,caesar
breaking ciphers requires understanding patterns,csfbljoh djqifst sfrvjsft voefstuboejoh qbuufsot,1,caesar
breaking ciphers requires understanding patterns,ukxtdbgz vbiaxkl kxjnbkxl ngwxklmtgwbgz itmmxkgl,19,caesar
machine learning can be applied to cryptanalysis,jxzefkb ibxokfkd zxk yb xmmifba ql zovmqxkxivpfp,23,caesar
cryptography is the practice of secure communication,mbizdyqbkzri sc dro zbkmdsmo yp comebo mywwexsmkdsyx,10,caesar
substitution ciphers replace each letter with another,tvctujuvujpo djqifst sfqmbdf fbdi mfuufs xjui bopuifs,1,caesar
modern cryptography uses complex mathematical algorithms,yapqdz odkbfasdmbtk geqe oaybxqj ymftqymfuomx mxsaduftye,12,caesar
machine learning can be applied to cryptanalysis,ftvabgx extkgbgz vtg ux tiiebxw mh vkrimtgterlbl,19,caesar
substitution ciphers replace each letter with another,yahyzozazout iovnkxy xkvrgik kgin rkzzkx cozn gtuznkx,6,caesar
hello world this is a test message,yvccf nficu kyzj zj r kvjk dvjjrxv,17,caesar
the caesar cipher is one of the oldest encryption methods,wkh fdhvdu flskhu lv rqh ri wkh roghvw hqfubswlrq phwkrgv,3,caesar
breaking ciphers requires understanding patterns,tjwscafy uahzwjk jwimajwk mfvwjklsfvafy hsllwjfk,18,caesar
breaking ciphers requires understanding patterns,sivrbzex tzgyvij ivhlzivj leuvijkreuzex grkkviej,17,caesar
breaking ciphers requires understanding patterns,csfbljoh djqifst sfrvjsft voefstuboejoh qbuufsot,1,caesar
substitution ciphers replace each letter with another,ikrijyjkjyed syfxuhi hufbqsu uqsx bujjuh myjx qdejxuh,16,caesar
the quick brown fox jumps over the lazy dog,ocz lpdxf wmjri ajs ephkn jqzm ocz gvut yjb,21,caesar
substitution ciphers replace each letter with another,egnefufgfuaz oubtqde dqbxmoq qmot xqffqd iuft mzaftqd,12,caesar
